Marca temporal,Cuál es tu nivel de estudios,Qué ingeniería estudias/estudiaste,En qué universidad cursas/cursaste tu carrera de grado,Género,Trabajás en el rubro de la ingeniería que estudias/estudiaste,Tenés más de un trabajo,Cuál es tu situación particular de contratación,Es tu primer trabajo en el rubro,Tu empleador te paga el monotributo,Tu empleador respeta alguno de los siguientes derechos laborales,Cuántas horas trabajás por semana aproximadamente,Cuántos años de experiencia tenés en el rol (o en el rubro pero que sumen para tu rol),Tenés otras personas a cargo,Hacés home office,"Te dan alguno de estos ""beneficios""",Estás enmarcado/a en algún convenio,Te parece que la remuneración que recibís por tu trabajo es acorde a las horas que trabajás y las tareas que realizás,Cómo definís cuánto cobrás tus trabajos,Si podés definirlo: en promedio cuál es tu honorario por hora,Si querés dejanos algún comentario,Edad,¿tenés otros estudios relacionados con tu carrera,Ubicación de tu trabajo,Empleador,Remuneración mensual,Sector,Rol o área
2024-10-20 13:11:41.016,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,Sí,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",35.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,"Notebook, Celular, Comedor/vianda/plus por comida",No,Sí,,,"Espero atentamente los resultados, gracias por hacer la encuesta!",24.0,Cursos/Capacitaciones,,Constructora Nacional PyME,650000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,"Sobrestante, Computista o presupuestista"
2024-10-20 16:50:31.463,Estudiante cursada finalizada (sólo adeudo finales),Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",35.0,6 a 10 años de experiencia,No,No,"Notebook, Celular",No,No,,,,30.0,Cursos/Capacitaciones,,Estado,90000.0,"Proyectos sociales: vivienda social, urbanización, Infraestructura vial o ferroviaria, ",Inspección de obra
2024-10-20 21:01:55.841,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,X,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.",Días por enfermedad pagos,20.0,1 o 2 años de experiencia,De 1 a 3,1 o 2 días por semana,"Capacitaciones, Flexibilidad horaria",No,No,,,"Repensar las obras sociales, el resto esta muy bien",,,,Consultora Nacional PyME,10000.0,Desarrollos inmobiliarios: vivienda privada u oficinas,Proyectista estructural/Calculista
2024-10-20 21:21:36.585,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,25.0,1 o 2 años de experiencia,No,3 o 4 días por semana,Flexibilidad horaria,No,No,,,,20.0,Tecnicatura,,Constructora Nacional PyME,550000.0,Infraestructura metálica en general ,Dibujante
2024-10-20 22:07:07.952,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.",Ninguno,40.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre",Flexibilidad horaria,No,No,,,,27.0,,,Consultora Nacional PyME,900000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización, Infraestructura vial o ferroviaria",Proyectista estructural/Calculista
2024-10-21 07:19:01.487,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Textil,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,"Notebook, Celular, Vacaciones adicionales, Descuentos y movilidad",No,Sí,,,,30.0,Tecnicatura,,Empresa Multinacional,1675000.0,Industria de la indumentaria,Producción
2024-10-21 09:10:16.482,Graduado/a,Civil/Construcciones,UNR,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,No,Flexibilidad horaria,Estatal,No,,,,26.0,Tecnicatura,,Estado,880000.0,"Proyectos sociales: vivienda social, urbanización",Proyectista estructural/Calculista
2024-10-21 09:25:32.646,Graduado/a posgrado en curso,Civil/Construcciones,UNLP,Mujer,Empleado,Sí,Monotributista,No,"No. Lo pago yo, lo descuento de mi sueldo.","Días de estudio pagos, Días por enfermedad pagos",40.0,6 a 10 años de experiencia,No,No,No,No,No,,,,34.0,Cursos/Capacitaciones,,Consultora Nacional PyME,1200000.0,Industria energética,Planificación o gestión de proyectos
2024-10-21 10:12:54.533,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,Más de 10,No,"Notebook, Celular, vehiculo ",UECARA,No,,,,33.0,,,Constructora Nacional PyME,1800000.0,Infraestructura vial o ferroviaria,Jefe/a de obra o de sector
2024-10-21 10:39:01.307,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,Sí,Relación de dependencia registrada,Sí,,,25.0,1 o 2 años de experiencia,No,No,Dia por estudio,No,Sí,,,,22.0,,,Estado,500000.0,"Infraestructura de servicios, Infraestructura portuaria","Dibujante, Asistente técnico de documentación o proyectos"
2024-10-21 10:46:35.258,Graduado/a,Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,Más de 10 años de experiencia,De 1 a 3,1 o 2 días por semana,Viáticos,No,No,,,,35.0,Cursos/Capacitaciones,,Empresa Nacional PyME,2600000.0,"Mantenimiento, Montaje, Calidad",Personal especializado
2024-10-21 12:56:16.575,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,3 a 5 años de experiencia,De 1 a 3,1 o 2 días por semana,"Notebook, Indumentaria",No,Sí,,,,27.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1600000.0,Retail,Calidad
2024-10-21 13:11:19.667,Graduado/a,Industrial,UNSAM,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,No,"Comedor/vianda/plus por comida, Viáticos, Capacitaciones, Indumentaria, Flexibilidad horaria",No,No,,,,30.0,Cursos/Capacitaciones,,Estado,900000.0,Metalúrgica,Planificación
2024-10-21 13:16:57.059,Graduado/a,Industrial,UNSAM,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria, Gimnasio",No,Sí,,,,28.0,Cursos/Capacitaciones,,Empresa Multinacional,2100000.0,Servicios,Logística
2024-10-21 14:45:31.650,Estudiante (mayoritariamente 1er a 3er Nivel),Ing Naval,UTN,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,No,"Comedor/vianda/plus por comida, Viáticos, Flexibilidad horaria",No,Sí,,,,27.0,Cursos/Capacitaciones,,Cooperativa,370000.0,Ensayos no destructivos,Compras/Comercial
2024-10-21 16:26:19.204,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Civil/Construcciones,UTN,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,Más de 10,No,"Notebook, Celular, Comedor/vianda/plus por comida, Viáticos, Indumentaria",No,No,,,,26.0,Tecnicatura,,Constructora Nacional Grande,936000.0,Infraestructura de servicios,Jefe/a de obra o de sector
2024-10-21 16:35:39.616,Graduado/a,Mecánica,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,No,"Comedor/vianda/plus por comida, Flexibilidad horaria",No,No,,,,33.0,Tecnicatura,,Empresa Nacional PyME,1700000.0,Diseño/Proyecto,Personal calificado
2024-10-21 19:56:47.955,Estudiante cursada finalizada (sólo adeudo finales),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Bonos por objetivos, Viáticos",No,Sí,,,,25.0,Cursos/Capacitaciones,,Empresa Nacional PyME,1400000.0,Petrolera,Procesos
2024-10-21 19:57:24.281,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,X,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Flexibilidad horaria",Comercio,Sí,,,,23.0,Cursos/Capacitaciones,,Empresa Multinacional,1800000.0,"Inteligencia artificial, Big data, Base de datos, Modelo de análisis, Deep learning",Machine Learning Engineer
2024-10-21 19:57:38.239,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Bonos por objetivos, Capacitaciones, Flexibilidad horaria",No,No,,,,22.0,,,Empresa Nacional Grande,1500000.0,Desarrollo web/aplicaciones,Desarrollador/programador
2024-10-21 19:58:07.107,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Flexibilidad horaria",No,Sí,,,Es una pasantia,25.0,,,Empresa Nacional Grande,650000.0,Energía,Logística
2024-10-21 19:58:49.884,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Flexibilidad horaria",Sindicato del petróleo y gas,Sí,,,,22.0,,,Empresa Multinacional,467337.0,Servicios,Ventas
2024-10-21 19:59:53.486,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,25.0,,,Empresa Nacional PyME,820000.0,Servicios,Implementaciones
2024-10-21 20:00:21.414,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,9.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,Capacitaciones,No,Sí,,,,22.0,Licenciatura,,Estado,1100000.0,Inteligencia artificial,Desarrollador/programador
2024-10-21 20:01:50.615,Graduado/a,Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,De 1 a 3,3 o 4 días por semana,"Notebook, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,24.0,,,Empresa Extranjera,3100000.0,Software,Operaciones
2024-10-21 20:02:08.319,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,1 o 2 años de experiencia,No,No,"Notebook, Día libre de cumpleaños, Capacitaciones",No,No,,,,23.0,Cursos/Capacitaciones,,Empresa Nacional Grande,1340000.0,Metalúrgica,Producción
2024-10-21 20:02:37.810,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,36.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",Comercio,No,,,,25.0,Tecnicatura,,Empresa Multinacional,2700000.0,"Inteligencia artificial, Big data, Modelo de análisis, Deep learning",Ingeniero de software
2024-10-21 20:05:27.967,Estudiante cursada finalizada (sólo adeudo finales),Electrónica,UBA,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Vacaciones adicionales",No,No,,,,25.0,Tecnicatura,,Empresa Nacional PyME,1250000.0,Desarrollo de sistemas embebidos,
2024-10-21 20:10:54.934,Graduado/a posgrado en curso,Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños",No,Sí,,,es una pasanyia,24.0,Licenciatura,,Empresa Multinacional,770000.0,Automotriz,post venta
2024-10-21 20:12:24.128,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UBA,Mujer,Empleado,No,Relación de dependencia registrada,Sí,,,6.0,No tengo experiencia o tengo menos de un año de experiencia,No,1 o 2 días por semana,Flexibilidad horaria,No,Sí,,,,21.0,Cursos/Capacitaciones,,Estado,104000.0,Proyectos personales,Docente
2024-10-21 20:14:31.802,Graduado/a,Civil/Construcciones,UNLP,Mujer,Empleado,No,Relación de dependencia registrada,No,,,45.0,No tengo experiencia o tengo menos de un año de experiencia,No,No,No,No,Sí,,,,27.0,Cursos/Capacitaciones,,Constructora Nacional PyME,900000.0,Infraestructura de servicios,"Proyectista de instalaciones sanitarias o de gas, Computista o presupuestista, Planificación o gestión de proyectos"
2024-10-21 20:20:38.551,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,20.0,No tengo experiencia o tengo menos de un año de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",Bancario,Sí,,,,23.0,,,Empresa Multinacional,800000.0,Banca,Riesgo crediticio
2024-10-21 20:30:12.677,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Capacitaciones, Flexibilidad horaria",No,Sí,,,,25.0,,,Empresa Nacional Grande,648000.0,Petrolera,Planificación
2024-10-21 20:35:39.156,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,45.0,3 a 5 años de experiencia,De 4 a 10,"Sí, casi siempre o siempre",Día libre de cumpleaños,No,Sí,,,Aclarar en la respuesta del sueldo si es en pesos o dólares ,23.0,,,Empresa Multinacional,4000000.0,"Desarrollo web/aplicaciones, Base de datos",Ingeniero de software
2024-10-21 20:39:16.738,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Mujer,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Flexibilidad horaria, Gimnasio, tarjeta alimentaria",No,Sí,,,,23.0,Cursos/Capacitaciones,,Empresa Multinacional,530000.0,Farmaceutica,Compras
2024-10-21 22:38:31.778,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,20.0,3 a 5 años de experiencia,No,"Sí, casi siempre o siempre",Flexibilidad horaria,Comercio,No,,,,25.0,Cursos/Capacitaciones,,Empresa Nacional PyME,500000.0,"Desarrollo web/aplicaciones, Infraestructura de servicios, Infraestructura tecnológica",Ingeniero de software
2024-10-21 23:04:00.999,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Química,UTN,Hombre,Empleado,No,Monotributista,Sí,Si,"Vacaciones pagas, Días de vacaciones según antigüedad, Aguinaldo, Días de estudio pagos, Días por enfermedad pagos",40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Día libre de cumpleaños, Flexibilidad horaria",No,No,,,,24.0,,,Empresa Nacional PyME,800000.0,Energética,"Ingenierx de procesos, Planificación o gestión de proyectos"
2024-10-22 01:36:47.690,Graduado/a,Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,1 o 2 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Indumentaria",No,No,,,,26.0,,,Empresa Nacional Grande,1250000.0,Energía,Planificación
2024-10-22 07:22:52.753,Graduado/a,Civil/Construcciones,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,45.0,3 a 5 años de experiencia,No,No,No,UECARA,No,,,,26.0,Cursos/Capacitaciones,,Constructora Nacional Grande,1300000.0,"Industrias en general, no energética",Proyectista estructural/Calculista
2024-10-22 07:54:05.656,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Sistemas/Informática,UBA,Hombre,Empleado,No,Relación de dependencia registrada,Sí,,,40.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños",No,Sí,,,,26.0,,,Empresa Nacional PyME,1666666.0,"Desarrollo web/aplicaciones, Investigación, Big data",Desarrollador/programador
2024-10-22 08:51:16.229,Graduado/a,Geotécnica,UBA,Hombre,Empleado,Sí,Relación de dependencia registrada,Sí,,,40.0,Más de 10 años de experiencia,De 4 a 10,No,"Comedor/vianda/plus por comida, Capacitaciones, Indumentaria",No,No,,,,38.0,Cursos/Capacitaciones,,Estado,1000000.0,Ingenería civil,Asistente técnico/a
2024-10-22 10:38:42.362,Graduado/a,Sistemas/Informática,UADE,Mujer,Empleado,No,Relación de dependencia registrada,No,,,40.0,Más de 10 años de experiencia,No,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,No,,,,38.0,Licenciatura,,Empresa Multinacional,2300000.0,Modelo de análisis,analista de datos
2024-10-22 12:11:42.816,Graduado/a,Electrónica,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Comedor/vianda/plus por comida, Capacitaciones, Flexibilidad horaria, Internet",No,Sí,,,,34.0,,,Empresa Extranjera,2150000.0,Desarrollo de sistemas embebidos,
2024-10-22 13:02:40.061,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UBA,Hombre,Empleado,No,Relación de dependencia registrada,No,,,20.0,1 o 2 años de experiencia,No,3 o 4 días por semana,"Notebook, Día libre de cumpleaños, Comedor/vianda/plus por comida, Capacitaciones, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,23.0,,,Empresa Multinacional,480000.0,Alimentos y bebidas,Marketing
2024-10-22 13:07:00.750,Estudiante (mayoritariamente 1er a 3er Nivel),Civil/Construcciones,UTN,Hombre,Empleado,Sí,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,No,Capacitaciones,No,No,,,,27.0,Tecnicatura,,Estado,650000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Proyectos sociales: vivienda social, urbanización, Arquitectura Hospitalaria",Inspección de obra
2024-10-22 14:34:59.572,Graduado/a,Civil/Construcciones,UBA,Hombre,Empleado,No,Monotributista,Sí,"No. Lo pago yo, lo descuento de mi sueldo.","Vacaciones pagas, Días de vacaciones según antigüedad, Días de estudio pagos, Días por enfermedad pagos",40.0,1 o 2 años de experiencia,No,No,No,No,No,,,,26.0,,,Consultora Nacional PyME,1000000.0,"Desarrollos inmobiliarios: vivienda privada u oficinas, Infraestructura de servicios, Infraestructura portuaria",Proyectista de infraestructura hidráulica
2024-10-22 16:15:32.015,Graduado/a,Sistemas/Informática,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,7.5,Más de 10 años de experiencia,De 1 a 3,"Sí, casi siempre o siempre","Notebook, Día libre de cumpleaños, Flexibilidad horaria",Bancario,Sí,,,,37.0,,,Empresa Nacional Grande,4000000.0,Desarrollo web/aplicaciones,Líder de proyecto/Project Manager
2024-10-22 16:43:53.757,Estudiante (mayoritariamente 1er a 3er Nivel),Sistemas/Informática,UTN,Hombre,Freelance,No,,,,,30.0,1 o 2 años de experiencia,No,,,,,Cobro por hora de trabajo,3392.0,,25.0,"Tecnicatura, Cursos/Capacitaciones",,,407000.0,"Proyectos de software, Infraestructura tecnológica",Analista de sistemas
2024-10-22 17:14:16.156,Estudiante avanzado (mayoritariamente 4to a 6to Nivel),Industrial,UTN,Hombre,Empleado,No,Relación de dependencia registrada,No,,,40.0,3 a 5 años de experiencia,No,3 o 4 días por semana,"Notebook, Celular, Día libre de cumpleaños, Bonos por objetivos, Comedor/vianda/plus por comida, Vacaciones adicionales, Flexibilidad horaria",No,Sí,,,,26.0,,,Empresa Multinacional,2000000.0,Servicios,Logística
